"V1","V2","V3","V4","V5"
0.30416127352255,0.439915532287254,0.212939416384327,0.189582737037468,0.480959306288162
0.251726855629188,0.501210330815182,0.171383638862276,0.160417785465941,0.479841012377534
0.43414353578788,0.507327023374954,0.174434865996098,0.110519865726303,0.485387482019453
0.311474161532301,0.439645080375332,0.203406845895034,0.141975020229078,0.476577304603862
0.3518542031065,0.493183050417366,0.207211888680084,0.109004598599223,0.509870001628732
0.35623900097148,0.443540191778868,0.190917130745482,0.161189513650325,0.455186121514477
0.260856568914546,0.486789251096571,0.180071530158791,0.114416451329079,0.485771614938211
0.448335188240246,0.493160914795403,0.193393164858454,0.187096388744664,0.451478817535919
0.430713780451215,0.463914206288372,0.177603713119068,0.215983816415887,0.47412738280465
0.245320362334889,0.429727515271044,0.218540930332016,0.19092234036457,0.499469918508647
0.413236226199025,0.438023119988067,0.248746117888879,0.0975194964370428,0.492773403578703
0.256601884468409,0.442783612757532,0.19830967084213,0.145631268743835,0.514334920998157
NA,NA,NA,NA,NA
0.308291508943875,0.478337551045298,0.212403935293461,0.134122103960259,0.455112976408477
0.333134979858858,0.473412221794694,0.221566410716421,0.125592337745503,0.472215885483993
NA,NA,NA,NA,NA
0.346677299286104,0.452094588879747,0.210687641465856,0.162109326750039,0.519274331322089
0.330235969025936,0.472625971400052,0.168870144189287,0.142405036654385,0.488069967792822
0.337537343519674,0.530809167653432,0.226602563798607,0.146893262033278,0.490994375887791
NA,NA,NA,NA,NA
0.318236550828788,0.487138202030254,0.163156732719585,0.187095699655064,0.527123994056387
NA,NA,NA,NA,NA
0.337530038386941,0.502773960747487,0.191219177783469,0.112693066430682,0.478747196189313
NA,NA,NA,NA,NA
0.248741787054175,0.511652643816403,0.189324489096381,0.174181766344086,0.535583754438254
0.333339108512585,0.495297203173101,0.166409105234053,0.12821431665566,0.47506759242866
0.28148479368717,0.500573444250283,0.204807618993121,0.106936392735049,0.493897762110258
0.435402134512013,0.533340045254659,0.199275452717909,0.147160397144547,0.519655692750483
0.342427843636445,0.475576200291497,0.205406680735071,0.0720291386904061,0.461063877683349
0.32832195023635,0.534888003123787,0.192852808131745,0.0876765304934783,0.451514514926362
0.305658216114373,0.487394501220883,0.214266700166547,0.164483717912348,0.473965665378463
0.314363076681059,0.480206846488999,0.207405026470569,0.142854001073074,0.458690424972039
0.290122363130502,0.532033897910081,0.214867950218526,0.0996579616401718,0.498906150978915
NA,NA,NA,NA,NA
0.296609005126084,0.44844825576718,0.162717376237573,0.15237299396508,0.476775893561856
0.328818485527043,0.44730068409922,0.154020807595134,0.165198547309791,0.45145657193112
NA,NA,NA,NA,NA
0.190444120770353,0.481964552029977,0.285007353750516,0.178953827252101,0.447188424340493
0.440099421787248,0.467053509426286,0.199760094374948,0.140301946229673,0.472667705452814
0.38225843292177,0.486464889615315,0.165493592695246,0.159453399697721,0.506102075682282
NA,NA,NA,NA,NA
0.292194378161894,0.450607342121783,0.170504309386842,0.226219391791679,0.507058399139047
0.322296328765232,0.463537653491512,0.182685583251635,0.180596879538478,0.467137780246839
0.372231583422581,0.455581246281563,0.182178137684531,0.168353172266419,0.480490937715399
0.270658885918543,0.441476035719186,0.19428194027294,0.0985457793703323,0.510415540892968
0.423461593286185,0.474276270556791,0.195364368968047,0.0952433572166845,0.449800502932697
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
0.355969210637306,0.498156965906336,0.257882020257824,0.187836652939115,0.486441291161688
0.354467376159209,0.500243306016938,0.192788912233165,0.116808551379926,0.472343127580711
0.52729378119364,0.500573102166265,0.235024386936469,0.148203433534103,0.469453127365653
0.309700862206938,0.479086007041172,0.239986818909862,0.142967665401962,0.473982959334885
0.411127050514266,0.492408316993855,0.193558241227336,0.155057471109149,0.516976160216165
NA,NA,NA,NA,NA
0.351228079002692,0.460034089826359,0.162942708131325,0.10014483765607,0.48043073528168
